date,temp,dew_pt,hum,wind_spd,wind_gust,dir,vis,pressure,wind_chill,heat_index,precip,precip_rate,precip_total,cond,fog,rain,snow,hail,thunder,tornado
2016-12-31T22:00:00Z,-9,-9,100,3.7,NA,Variable,7,1028,NA,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2016-12-31T22:30:00Z,-10,-10,100,5.6,NA,WNW,6,1027,-13.2,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2016-12-31T23:00:00Z,-9,-9,100,0,NA,North,6,1027,NA,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2016-12-31T23:30:00Z,-11,-12,92,1.9,NA,NE,5,1027,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T00:00:00Z,-10,-11,91,0,NA,,12,1033,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-01T00:00:00Z,-10,-11,93,3.7,NA,Variable,4,1027,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T00:30:00Z,-11,-12,92,7.4,NA,East,4,1027,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T01:00:00Z,-13,-14,92,5.6,NA,ESE,4,1027,-16.7,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T01:30:00Z,-13,-14,92,3.7,NA,East,3,1027,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T02:00:00Z,-13,-14,92,5.6,NA,ESE,3,1026,-16.7,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T02:30:00Z,-15,-16,92,5.6,NA,East,4,1026,-19,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T03:00:00Z,-11,-12,87,0,NA,,12,1032,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-01T03:00:00Z,-14,-15,92,3.7,NA,Variable,4,1026,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T03:30:00Z,-14,-15,92,3.7,NA,Variable,4,1026,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T04:00:00Z,-13,-14,92,5.6,NA,East,5,1026,-16.7,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T04:30:00Z,-12,-13,92,5.6,NA,East,5,1026,-15.5,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-01T05:00:00Z,-12,-13,92,5.6,NA,ESE,0.4,1026,-15.5,NA,NA,NA,NA,Light Freezing Fog,1,0,0,0,0,0
2017-01-01T05:30:00Z,-12,-14,85,3.7,NA,Variable,0.4,1026,NA,NA,NA,NA,NA,Light Freezing Fog,1,0,0,0,0,0
2017-01-01T06:00:00Z,-12,-12,100,0,NA,,16,1031,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
2017-01-01T06:00:00Z,-13,-14,92,5.6,NA,SSE,0.3,1026,-16.7,NA,NA,NA,NA,Light Freezing Fog,1,0,0,0,0,0
2017-01-01T06:30:00Z,-13,-14,92,3.7,NA,SE,0.2,1026,NA,NA,NA,NA,NA,Light Freezing Fog,1,0,0,0,0,0
2017-01-01T07:00:00Z,-12,-13,92,1.9,NA,Variable,0.2,1026,NA,NA,NA,NA,NA,Light Freezing Fog,1,0,0,0,0,0
2017-01-01T07:30:00Z,-12,-13,92,3.7,NA,SSE,0.1,1026,NA,NA,NA,NA,NA,Light Freezing Fog,1,0,0,0,0,0
2017-01-01T08:00:00Z,-10,-11,93,3.7,NA,NNE,0.3,1026,NA,NA,NA,NA,NA,Light Freezing Fog,1,0,0,0,0,0
2017-01-01T08:30:00Z,-12,-12,100,3.7,NA,Variable,0.9,1026,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
2017-01-01T09:00:00Z,-5,-8,75,7.2,NA,SE,16,1029,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-01T09:00:00Z,-9,-9,100,1.9,NA,Variable,2,1025,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-01T09:30:00Z,-7,-8,93,3.7,NA,East,2.3,1025,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T10:00:00Z,-6,-6,100,3.7,NA,Variable,3.5,1024,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T10:30:00Z,-6,-6,100,0,NA,North,5,1024,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T11:00:00Z,-7,-7,100,0,NA,North,4,1023,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T11:30:00Z,-5,-5,100,3.7,NA,Variable,4,1023,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T12:00:00Z,-3,-6,69,0,NA,,15,1026,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
2017-01-01T12:00:00Z,-4,-5,93,1.9,NA,Variable,4,1023,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T12:30:00Z,-3,-5,86,3.7,NA,ESE,4.5,1022,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T13:00:00Z,-2,-6,74,5.6,NA,ESE,4.5,1022,-4.1,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T13:30:00Z,-2,-6,74,7.4,NA,East,6,1022,-4.9,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-01T14:00:00Z,-2,-6,74,9.3,NA,East,7,1022,-5.5,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-01T14:30:00Z,-4,-7,80,9.3,NA,ENE,7,1022,-7.8,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-01T15:00:00Z,-2,-5,68,0,NA,,14,1025,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
2017-01-01T15:00:00Z,-4,-6,86,9.3,NA,East,6,1022,-7.8,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-01T15:30:00Z,-5,-7,86,7.4,NA,ESE,6,1022,-8.4,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-01T16:00:00Z,-5,-7,86,7.4,NA,SE,6,1022,-8.4,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-01T16:30:00Z,-5,-7,86,7.4,NA,SSE,5,1022,-8.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T17:00:00Z,-6,-9,80,5.6,NA,SSE,NA,1022,-8.7,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T17:30:00Z,-6,-7,93,7.4,NA,East,5,1022,-9.5,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T18:00:00Z,-5,-6,94,0,NA,,18,1026,NA,NA,NA,NA,NA,Clear,0,0,0,0,0,0
2017-01-01T18:00:00Z,-7,-7,100,5.6,NA,East,NA,1022,-9.8,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T18:30:00Z,-7,-8,93,5.6,NA,SE,NA,1022,-9.8,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T19:00:00Z,-7,-8,93,7.4,NA,ESE,NA,1022,-10.7,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T19:30:00Z,-7,-8,93,5.6,NA,ESE,5,1022,-9.8,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T20:00:00Z,-7,-7,100,7.4,NA,ESE,4.5,1022,-10.7,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T20:30:00Z,-7,-8,93,9.3,NA,SE,5,1022,-11.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T21:00:00Z,-7,-7,97,0,NA,,15,1026,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-01T21:00:00Z,-9,-10,93,5.6,NA,SE,NA,1022,-12.1,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T21:30:00Z,-9,-9,100,3.7,NA,ESE,NA,1022,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T22:00:00Z,-10,-11,93,7.4,NA,SE,NA,1022,-14.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T22:30:00Z,-11,-12,92,1.9,NA,Variable,NA,1022,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T23:00:00Z,-10,-10,100,5.6,NA,ESE,3,1022,-13.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-01T23:30:00Z,-11,-12,92,5.6,NA,ENE,NA,1021,-14.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T00:00:00Z,-8,-8,99,0,NA,,15,1027,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T00:00:00Z,-11,-12,92,5.6,NA,ESE,5,1021,-14.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T00:30:00Z,-11,-12,92,5.6,NA,SE,5,1021,-14.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T01:00:00Z,-11,-12,92,3.7,NA,SE,5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T01:30:00Z,-10,-11,93,3.7,NA,ESE,NA,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T02:00:00Z,-11,-12,92,1.9,NA,Variable,5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T02:30:00Z,-12,-13,92,3.7,NA,ESE,5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T03:00:00Z,-10,-10,100,0,NA,,15,1026,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T03:00:00Z,-12,-13,92,3.7,NA,SE,5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T03:30:00Z,-11,-12,92,5.6,NA,SE,NA,1021,-14.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T04:00:00Z,-11,-12,92,3.7,NA,ENE,5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T04:30:00Z,-11,-12,92,5.6,NA,ENE,5,1021,-14.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T05:00:00Z,-13,-14,92,5.6,NA,East,6,1021,-16.7,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T05:30:00Z,-14,-15,92,7.4,NA,East,6,1021,-18.9,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T06:00:00Z,-10,-10,89,3.6,NA,SE,15,1026,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T06:00:00Z,-13,-14,92,5.6,NA,ESE,NA,1021,-16.7,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T06:30:00Z,-12,-13,92,3.7,NA,ESE,NA,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T07:00:00Z,-12,-13,92,3.7,NA,SE,NA,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T07:30:00Z,-11,-12,92,3.7,NA,ENE,4.5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T08:00:00Z,-8,-9,93,3.7,NA,Variable,NA,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T08:30:00Z,-7,-8,93,1.9,NA,Variable,4.5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T09:00:00Z,-5,-8,75,0,NA,,18,1025,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T09:00:00Z,-7,-9,86,3.7,NA,East,4.5,1021,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T09:30:00Z,-6,-8,86,3.7,NA,Variable,NA,1020,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T10:00:00Z,-5,-8,80,5.6,NA,East,NA,1020,-7.5,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T10:30:00Z,-3,-6,80,5.6,NA,East,5,1019,-5.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T11:00:00Z,-3,-7,74,5.6,NA,Variable,5,1019,-5.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T11:30:00Z,-1,-5,75,3.7,NA,Variable,5,1019,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T12:00:00Z,-1,-6,58,0,NA,,10,1021,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T12:00:00Z,-2,-6,74,5.6,NA,East,6,1018,-4.1,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T12:30:00Z,0,-5,69,5.6,NA,East,6,1018,-1.8,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T13:00:00Z,-1,-6,69,7.4,NA,East,6,1018,-3.7,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T13:30:00Z,-1,-6,69,5.6,NA,East,6,1017,-3,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T14:00:00Z,0,-5,69,5.6,NA,East,6,1017,-1.8,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T14:30:00Z,-1,-6,69,5.6,NA,ESE,6,1017,-3,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T15:00:00Z,-1,-4,69,0,NA,,14,1020,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T15:00:00Z,-1,-5,75,5.6,NA,East,6,1017,-3,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T15:30:00Z,-4,-7,80,5.6,NA,East,6,1017,-6.4,NA,NA,NA,NA,Unknown,0,0,0,0,0,0
2017-01-02T16:00:00Z,-5,-7,86,5.6,NA,ESE,5,1017,-7.5,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T16:30:00Z,-4,-7,80,3.7,NA,Variable,NA,1017,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T17:00:00Z,-5,-7,86,1.9,NA,Variable,NA,1017,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T17:30:00Z,-6,-8,86,7.4,NA,ENE,4,1017,-9.5,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T18:00:00Z,-4,-6,83,0,NA,,12,1022,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T18:00:00Z,-7,-7,100,3.7,NA,Variable,4,1018,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T18:30:00Z,-6,-7,93,3.7,NA,Variable,3,1018,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T19:00:00Z,-8,-8,100,5.6,NA,East,NA,1018,-11,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T19:30:00Z,-8,-8,100,7.4,NA,ENE,NA,1018,-11.9,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T20:00:00Z,-8,-9,93,5.6,NA,ESE,NA,1018,-11,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T20:30:00Z,-8,-8,100,7.4,NA,SSE,NA,1018,-11.9,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T21:00:00Z,-6,-6,91,0,NA,,10,1023,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-02T21:00:00Z,-9,-9,100,5.6,NA,Variable,2.7,1018,-12.1,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-02T21:30:00Z,-9,-9,100,7.4,NA,Variable,2.4,1018,-13,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T22:00:00Z,-10,-11,93,5.6,NA,East,2.4,1018,-13.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T22:30:00Z,-10,-11,93,5.6,NA,ESE,NA,1018,-13.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T23:00:00Z,-11,-12,92,7.4,NA,SE,4,1018,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-02T23:30:00Z,-11,-11,100,7.4,NA,ESE,4,1018,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T00:00:00Z,-6,-7,95,0,NA,,10,1024,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-03T00:00:00Z,-11,-12,92,9.3,NA,East,4,1018,-16.1,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T00:30:00Z,-11,-12,92,7.4,NA,East,4,1018,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T01:00:00Z,-10,-11,93,7.4,NA,East,4,1019,-14.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T01:30:00Z,-11,-12,92,7.4,NA,East,4.5,1019,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T02:00:00Z,-11,-12,92,7.4,NA,East,5,1018,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T02:30:00Z,-11,-12,92,1.9,NA,Variable,5,1018,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T03:00:00Z,-7,-8,91,0,NA,,10,1024,NA,NA,NA,NA,NA,,0,0,0,0,0,0
2017-01-03T03:00:00Z,-11,-12,92,1.9,NA,Variable,5,1018,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T03:30:00Z,-10,-11,93,3.7,NA,Variable,NA,1018,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T04:00:00Z,-9,-10,93,1.9,NA,Variable,NA,1018,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T04:30:00Z,-11,-12,92,5.6,NA,East,4,1018,-14.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T05:00:00Z,-11,-12,92,7.4,NA,NNW,NA,1018,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T05:30:00Z,-10,-11,93,5.6,NA,SW,NA,1019,-13.2,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-03T06:00:00Z,-7,-8,92,7.2,NA,SSW,12,1024,NA,NA,NA,NA,NA,Scattered Clouds,0,0,0,0,0,0
2017-01-03T06:00:00Z,-11,-13,85,7.4,NA,SE,2.7,1019,-15.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T06:30:00Z,-11,-11,100,5.6,NA,Variable,2.4,1018,-14.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T07:00:00Z,-10,-10,100,7.4,NA,NE,NA,1018,-14.2,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T07:30:00Z,-9,-10,93,9.3,NA,SSE,2.6,1018,-13.8,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T08:00:00Z,-7,-8,93,9.3,NA,SSW,NA,1019,-11.4,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T08:30:00Z,-4,-7,80,3.7,NA,Variable,NA,1019,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T09:00:00Z,-3,-6,67,3.6,NA,SSE,12,1022,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-03T09:00:00Z,-2,-6,74,0,NA,North,NA,1019,NA,NA,NA,NA,NA,Mist,0,0,0,0,0,0
2017-01-03T09:30:00Z,0,-4,75,3.7,NA,Variable,2.5,1019,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
2017-01-03T10:00:00Z,1,-5,65,5.6,NA,North,2.3,1018,-0.7,NA,NA,NA,NA,Haze,0,0,0,0,0,0
2017-01-03T10:30:00Z,1,-5,65,3.7,NA,Variable,2.5,1018,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
2017-01-03T11:00:00Z,3,-3,65,3.7,NA,Variable,2.4,1018,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
2017-01-03T11:30:00Z,2,-3,70,5.6,NA,East,2.2,1017,0.5,NA,NA,NA,NA,Haze,0,0,0,0,0,0
2017-01-03T12:00:00Z,3,-4,48,3.6,NA,NE,10,1020,NA,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-03T12:00:00Z,3,-3,65,1.9,NA,Variable,2.7,1018,NA,NA,NA,NA,NA,Haze,0,0,0,0,0,0
2017-01-03T12:30:00Z,4,-2,65,14.8,NA,WNW,2.4,1017,0.6,NA,NA,NA,NA,Haze,0,0,0,0,0,0
2017-01-03T13:00:00Z,4,-2,65,18.5,NA,West,6,1018,0,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-03T13:30:00Z,4,-1,70,20.4,NA,West,8,1018,-0.2,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-03T14:00:00Z,4,-1,70,20.4,NA,West,8,1018,-0.2,NA,NA,NA,NA,Partly Cloudy,0,0,0,0,0,0
2017-01-03T14:30:00Z,2,-2,75,18.5,NA,West,8,1018,-2.5,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T15:00:00Z,2,-3,59,10.8,NA,West,12,1021,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T15:00:00Z,2,-2,75,22.2,NA,West,8,1018,-3,NA,NA,NA,NA,Overcast,0,0,0,0,0,0
2017-01-03T15:30:00Z,1,-2,81,24.1,NA,West,10,1019,-4.5,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T16:00:00Z,3,0,81,25.9,NA,West,10,1019,-2.1,NA,NA,NA,NA,Overcast,0,0,0,0,0,0
2017-01-03T16:30:00Z,1,-2,81,25.9,NA,West,10,1019,-4.7,NA,NA,NA,NA,Overcast,0,0,0,0,0,0
2017-01-03T17:00:00Z,0,-2,87,27.8,NA,West,10,1019,-6.2,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T17:30:00Z,-1,-4,80,27.8,NA,West,10,1019,-7.5,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T18:00:00Z,1,-0,90,14.4,NA,West,15,1022,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T18:00:00Z,-1,-4,80,22.2,NA,West,10,1019,-6.8,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T18:30:00Z,0,-3,80,18.5,NA,West,10,1019,-5,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T19:00:00Z,0,-3,80,20.4,NA,West,10,1019,-5.3,NA,NA,NA,NA,Overcast,0,0,0,0,0,0
2017-01-03T19:30:00Z,0,-3,80,20.4,NA,West,10,1019,-5.3,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T20:00:00Z,0,-3,80,16.7,NA,West,10,1019,-4.7,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T20:30:00Z,0,-3,80,14.8,NA,West,10,1019,-4.4,NA,NA,NA,NA,Overcast,0,0,0,0,0,0
2017-01-03T21:00:00Z,-0,-3,71,7.2,NA,WNW,15,1022,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T21:00:00Z,-1,-3,86,14.8,NA,West,10,1019,-5.6,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
2017-01-03T21:30:00Z,-1,-3,86,22.2,NA,West,10,1019,-6.8,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-03T22:00:00Z,-1,-3,86,20.4,NA,West,10,1019,-6.5,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-03T22:30:00Z,-1,-3,86,22.2,NA,West,8,1019,-6.8,NA,NA,NA,NA,Freezing Rain,0,0,0,0,0,0
2017-01-03T23:00:00Z,-2,-3,93,22.2,NA,West,10,1019,-8.1,NA,NA,NA,NA,Light Ice Pellets,0,0,0,0,0,0
2017-01-03T23:30:00Z,-2,-3,93,25.9,NA,West,10,1018,-8.6,NA,NA,NA,NA,Freezing Rain,0,1,1,0,0,0
2017-01-04T00:00:00Z,-1,-3,81,7.2,NA,WNW,10,1022,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T00:00:00Z,-1,-2,93,20.4,NA,West,10,1018,-6.5,NA,NA,NA,NA,Light Snow,0,1,1,0,0,0
2017-01-04T00:30:00Z,0,-2,87,18.5,NA,West,10,1018,-5,NA,NA,NA,NA,Light Snow,0,1,1,0,0,0
2017-01-04T01:00:00Z,0,-2,87,18.5,NA,West,10,1018,-5,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T01:30:00Z,-1,-3,86,16.7,NA,West,10,1018,-5.9,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T02:00:00Z,-1,-3,86,13,NA,West,8,1017,-5.2,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T02:30:00Z,-1,-3,86,11.1,NA,West,8,1017,-4.8,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T03:00:00Z,-1,-2,93,0,NA,,8,1020,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T03:00:00Z,-2,-2,100,7.4,NA,West,5,1017,-4.9,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T03:30:00Z,-2,-2,100,5.6,NA,West,NA,1017,-4.1,NA,NA,NA,NA,Snow,0,0,1,0,0,0
2017-01-04T04:00:00Z,-2,-2,100,1.9,NA,Variable,5,1016,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T04:30:00Z,-2,-2,100,1.9,NA,North,7,1016,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T05:00:00Z,-3,-3,100,3.7,NA,Variable,6,1016,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T05:30:00Z,-1,-1,100,1.9,NA,Variable,7,1016,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T06:00:00Z,-2,-2,97,0,NA,,8,1018,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T06:00:00Z,-1,-1,100,5.6,NA,NNE,5,1015,-3,NA,NA,NA,NA,Overcast,0,0,0,0,0,0
2017-01-04T06:30:00Z,-2,-3,93,3.7,NA,Variable,NA,1015,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T07:00:00Z,-1,-1,100,5.6,NA,Variable,3.5,1015,-3,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T07:30:00Z,-2,-2,100,7.4,NA,East,NA,1014,-4.9,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T08:00:00Z,-2,-2,100,5.6,NA,East,5,1014,-4.1,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T08:30:00Z,-1,-2,93,3.7,NA,Variable,NA,1014,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T09:00:00Z,-1,-3,84,7.2,NA,SSE,8,1017,NA,NA,NA,NA,NA,Light Snow,0,0,1,0,0,0
2017-01-04T09:00:00Z,-1,-2,93,1.9,NA,Variable,6,1014,NA,NA,NA,NA,NA,Mostly Cloudy,0,0,0,0,0,0
